Name,Author,User Rating,Reviews,Price,Year,Genre,Estil_literari,Temas_especificos,Niveles_de_complejidad,Caracteristicas_del_mundo_ficticio,Desarrollo_de_personajes,Enfoque_en_accion_o_reflexion,Longitud_de_la_obra,Epoca_temporal,Nivel_de_detalle_cientifico,Reacciones_emocionales_deseadas
"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…",Johanna Basford,4.7,5413,9,2015,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,sorpresa
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2018,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_medianas,futuros_cercanos,explicaciones_detalladas,sorpresa
Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),J.K. Rowling,4.7,4370,15,2016,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,epicos_extensos,futuro_lejano,explicaciones_detalladas,suspense
Fear: Trump in the White House,Bob Woodward,4.4,6042,2,2018,Non Fiction,prosa_poetica,distopias,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
Fifty Shades Darker,E L James,4.4,23631,7,2012,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition),E L James,4.5,20262,11,2012,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,sorpresa
Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),E L James,3.8,47265,14,2012,Fiction,dialogo_intenso,distopias,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,reflexion_profunda
Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),E L James,3.8,47265,14,2013,Fiction,prosa_poetica,distopias,tramas_complejas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,reflexion_profunda
Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,4.5,13964,32,2012,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_cortas,presente_alterado,explicaciones_detalladas,sorpresa
Fire and Fury: Inside the Trump White House,Michael Wolff,4.2,13677,6,2018,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,suspense
First 100 Words,Roger Priddy,4.7,17323,4,2014,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,presente_alterado,explicaciones_detalladas,alegria
First 100 Words,Roger Priddy,4.7,17323,4,2015,Non Fiction,dialogo_intenso,distopias,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,presente_alterado,explicaciones_detalladas,sorpresa
First 100 Words,Roger Priddy,4.7,17323,4,2016,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_cortas,futuro_lejano,explicaciones_detalladas,reflexion_profunda
First 100 Words,Roger Priddy,4.7,17323,4,2017,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_cortas,presente_alterado,explicaciones_detalladas,alegria
First 100 Words,Roger Priddy,4.7,17323,4,2018,Non Fiction,prosa_poetica,distopias,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_cortas,futuro_lejano,explicaciones_detalladas,alegria
Food Rules: An Eater's Manual,Michael Pollan,4.4,1555,9,2010,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,alegria
Frozen (Little Golden Book),RH Disney,4.7,3642,0,2014,Fiction,dialogo_intenso,distopias,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,explicaciones_detalladas,alegria
"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",John Heilemann,4.4,1215,9,2010,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,explicaciones_detalladas,reflexion_profunda
Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,4.6,5594,5,2011,Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,explicaciones_detalladas,alegria
Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,4.6,5594,5,2012,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,4.6,5594,5,2013,Fiction,dialogo_intenso,distopias,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,presente_alterado,aproximacion_especulativa,suspense
George Washington's Sacred Fire,Peter A. Lillback,4.5,408,20,2010,Non Fiction,dialogo_intenso,distopias,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,alegria
George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Brian Kilmeade,4.6,4799,16,2013,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,sorpresa
Giraffes Can't Dance,Giles Andreae,4.8,14038,4,2015,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,presente_alterado,aproximacion_especulativa,suspense
Giraffes Can't Dance,Giles Andreae,4.8,14038,4,2016,Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,alegria
Giraffes Can't Dance,Giles Andreae,4.8,14038,4,2017,Fiction,narrativa_tecnica,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,aproximacion_especulativa,suspense
Giraffes Can't Dance,Giles Andreae,4.8,14038,4,2018,Fiction,dialogo_intenso,distopias,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
Giraffes Can't Dance,Giles Andreae,4.8,14038,4,2019,Fiction,prosa_poetica,distopias,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,sorpresa
"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.6,7660,12,2019,Non Fiction,narrativa_tecnica,distopias,tramas_complejas,mundos_alternativos,personajes_planos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,alegria
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,12,2018,Non Fiction,prosa_poetica,distopias,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,alegria
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,12,2019,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_cortas,futuro_lejano,explicaciones_detalladas,suspense
"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",Glenn Beck,4.6,1365,11,2009,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
Go Set a Watchman: A Novel,Harper Lee,3.6,14982,19,2015,Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_cortas,presente_alterado,aproximacion_especulativa,reflexion_profunda
Go the F**k to Sleep,Adam Mansbach,4.8,9568,9,2011,Fiction,prosa_poetica,distopias,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,futuro_lejano,aproximacion_especulativa,alegria
Going Rogue: An American Life,Sarah Palin,4.6,1636,6,2009,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_medianas,futuros_cercanos,explicaciones_detalladas,alegria
Gone Girl,Gillian Flynn,4.0,57271,10,2012,Fiction,narrativa_tecnica,distopias,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,presente_alterado,explicaciones_detalladas,reflexion_profunda
Gone Girl,Gillian Flynn,4.0,57271,10,2013,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,explicaciones_detalladas,sorpresa
Gone Girl,Gillian Flynn,4.0,57271,9,2014,Fiction,prosa_poetica,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,presente_alterado,explicaciones_detalladas,suspense
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,10141,6,2019,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_cortas,presente_alterado,aproximacion_especulativa,suspense
Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,3457,14,2009,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,explicaciones_detalladas,sorpresa
Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,3457,14,2010,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,explicaciones_detalladas,sorpresa
Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,3457,14,2011,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,sorpresa
Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,3457,14,2012,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,sorpresa
Goodnight Moon,Margaret Wise Brown,4.8,8837,5,2017,Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_cortas,futuro_lejano,explicaciones_detalladas,suspense
Goodnight Moon,Margaret Wise Brown,4.8,8837,5,2018,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,reflexion_profunda
Goodnight Moon,Margaret Wise Brown,4.8,8837,5,2019,Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_medianas,futuro_lejano,aproximacion_especulativa,suspense
"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,4.9,7038,7,2012,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,reflexion_profunda
"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,4.9,7038,7,2013,Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,suspense
"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,4.6,5972,10,2014,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,reflexion_profunda
Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),E L James,4.4,25624,14,2015,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,alegria
Guts,Raina Telgemeier,4.8,5476,7,2019,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_cortas,futuro_lejano,explicaciones_detalladas,sorpresa
Hamilton: The Revolution,Lin-Manuel Miranda,4.9,5867,54,2016,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,futuro_lejano,explicaciones_detalladas,suspense
"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Phil Robertson,4.8,4148,11,2013,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_cortas,presente_alterado,aproximacion_especulativa,suspense
"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)",J.K. Rowling,4.9,19622,30,2016,Fiction,dialogo_intenso,distopias,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_cortas,futuro_lejano,explicaciones_detalladas,suspense
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,4.0,23973,12,2016,Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,reflexion_profunda
"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,4.9,7758,18,2019,Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,explicaciones_detalladas,reflexion_profunda
"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",J.K. Rowling,4.9,3146,30,2017,Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,suspense
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,4.9,10052,22,2016,Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,alegria
Harry Potter Coloring Book,Scholastic,4.7,3564,9,2015,Non Fiction,dialogo_intenso,distopias,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,explicaciones_detalladas,alegria
Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,4.8,13471,52,2016,Fiction,narrativa_tecnica,distopias,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_cortas,futuros_cercanos,explicaciones_detalladas,suspense
Have a Little Faith: A True Story,Mitch Albom,4.8,1930,4,2009,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,reflexion_profunda
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,4.7,15779,10,2011,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,sorpresa
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,4.7,15779,10,2012,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,suspense
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,15526,14,2016,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,futuro_lejano,explicaciones_detalladas,suspense
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,15526,14,2017,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,4.8,3776,22,2018,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,sorpresa
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,2014,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,reflexion_profunda
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,2015,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,aproximacion_especulativa,suspense
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,2016,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,presente_alterado,explicaciones_detalladas,reflexion_profunda
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,2017,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,presente_alterado,explicaciones_detalladas,reflexion_profunda
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,2018,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,presente_alterado,aproximacion_especulativa,suspense
Howard Stern Comes Again,Howard Stern,4.3,5272,16,2019,Non Fiction,prosa_poetica,distopias,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,futuros_cercanos,aproximacion_especulativa,alegria
Humans of New York,Brandon Stanton,4.8,3490,15,2013,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,alegria
Humans of New York,Brandon Stanton,4.8,3490,15,2014,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuro_lejano,explicaciones_detalladas,suspense
Humans of New York : Stories,Brandon Stanton,4.9,2812,17,2015,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,alegria
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,4.7,4896,17,2013,Non Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,9737,7,2019,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,alegria
"I, Alex Cross",James Patterson,4.6,1320,7,2009,Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,alegria
If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643,4,2017,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,sorpresa
If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643,4,2019,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,suspense
If I Stay,Gayle Forman,4.3,7153,9,2014,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,sorpresa
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Eric Larson,4.4,4571,21,2011,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,explicaciones_detalladas,suspense
Inferno,Dan Brown,4.1,29651,14,2013,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuro_lejano,explicaciones_detalladas,alegria
Inheritance: Book IV (Inheritance Cycle),Christopher Paolini,4.6,5299,20,2011,Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_cortas,presente_alterado,explicaciones_detalladas,reflexion_profunda
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,13,2019,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,explicaciones_detalladas,reflexion_profunda
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,13,2018,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,sorpresa
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,4.8,7062,12,2019,Non Fiction,prosa_poetica,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_medianas,presente_alterado,explicaciones_detalladas,alegria
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2011,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,alegria
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2012,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,reflexion_profunda
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2013,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,suspense
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2014,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,alegria
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2015,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,aproximacion_especulativa,reflexion_profunda
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2016,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,reflexion_profunda
JOURNEY TO THE ICE P,RH Disney,4.6,978,0,2014,Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,futuro_lejano,aproximacion_especulativa,reflexion_profunda
Joyland (Hard Case Crime),Stephen King,4.5,4748,12,2013,Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,alegria
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,4.6,8393,17,2017,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,presente_alterado,explicaciones_detalladas,suspense
Killing Jesus (Bill O'Reilly's Killing Series),Bill O'Reilly,4.5,11391,12,2013,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,reflexion_profunda
Killing Kennedy: The End of Camelot,Bill O'Reilly,4.6,8634,25,2012,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,sorpresa
