,user_id,llibres_usuari,val_llibres,llibres_recomanats,puntuacions_llibres,cluster,utilitat,vector
410,6265ccc18fcc8a5ecfcd50ba0528475c,"['18693716', '25041504', '15507958', '31341', '9191039', '19063', '31337']","[5, 5, 5, 4, 3, 5, 5]","['43781', '31331', '13496']","[4, 3, 5]",0,0,"[0.     0.     0.     0.     0.     1.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.2812 0.7188 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.1562 0.     0.     0.8438
 0.1562 0.2812 0.4062 0.     0.1562 0.     0.     0.0938 0.75   0.1562
 0.6875 0.3125 0.3125 0.5312 0.1562 0.3125 0.6875 0.3125 0.1562 0.5312
 0.375  0.1562 0.4688 0.6678 0.4009]"
411,321a1ff0dc8e8a50f3154d6a9b43af94,"['32022189', '6629962', '23363874', '16292928', '635635', '17164565', '6477793', '33514', '48855', '9232363', '530773', '765811', '133445', '51378', '5149624']","[5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]","['11878168', '37781', '615570']","[5, 0, 4]",3,0,"[0.     0.     0.     0.     0.     0.5205 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.4795 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.7397 0.2603 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.274  0.     0.0685 0.3288 0.0548 0.     0.274  0.6712 0.3288 0.
 0.6027 0.3973 0.     0.9315 0.0685 0.8767 0.1233 0.     0.0685 0.9315
 0.     0.3288 0.6712 0.7068 0.4129]"
412,d95d3a5b81ebd519217816112ce497de,"['242006', '567678', '11785', '1263137', '446749', '75479', '25365', '12497', '790924', '609339', '43717', '28588']","[3, 4, 4, 5, 3, 5, 5, 4, 5, 4, 5, 5]","['65506', '349473', '10607']","[3, 3, 3]",0,0,"[0.     0.     0.     0.     0.     0.7308 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.2692 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.6731 0.3269 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.     0.0769 0.     0.5769 0.3462 0.     0.8462 0.     0.1538
 0.6538 0.3462 0.1538 0.8462 0.     0.     1.     0.2692 0.4808 0.25
 0.0769 0.8269 0.0962 0.6112 0.3681]"
413,7663b5b89ec0a6f4025acd6cdc683ca7,"['153025', '77203', '133486', '8908', '13281368', '13138955', '19063', '9517200', '6690798', '12410640', '7937843', '49465', '556602']","[4, 3, 5, 5, 3, 3, 3, 4, 4, 5, 4, 4, 5]","['10644930', '149267', '8442457']","[4, 5, 5]",1,0,"[0.     0.     0.     0.     0.     0.8654 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1346 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.1538
 0.1538 0.6923 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.0769 0.     0.1923 0.3846 0.2115 0.1346 0.     0.1346 0.3077 0.5577
 0.3269 0.6731 0.2308 0.5769 0.1923 0.6923 0.3077 0.0962 0.5962 0.3077
 0.2692 0.5385 0.1923 0.7144 0.4083]"
414,ea8e99fb1739a2846f5a84e5d60dec9a,"['296662', '4796', '99287', '227265', '2255', '7244', '101299', '359770', '338', '2547']","[5, 2, 4, 5, 3, 5, 4, 2, 4, 5]","['4952', '1814', '5439']","[4, 4, 3]",2,0,"[0.     0.     0.     0.     0.     0.8974 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1026 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.359
 0.4615 0.1795 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.1026 0.     0.2051 0.5641 0.     0.1282 0.1282 0.4103 0.4615
 0.4103 0.5897 0.4872 0.     0.5128 0.2308 0.7692 0.1282 0.7436 0.1282
 0.4103 0.4615 0.1282 0.6954 0.3533]"
415,73440749405dd3968e6e8fd96cad8910,"['25455930', '425519', '13508607', '21104828', '21853621', '23281906', '18143977', '17288661', '15096138', '9285099', '3711150', '13596809', '7083584']","[3, 2, 5, 5, 5, 4, 4, 4, 4, 3, 5, 5, 5]","['159767', '13451045', '184850']","[5, 5, 5]",2,0,"[0.     0.     0.     0.     0.     0.8704 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1296 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0926
 0.4074 0.5    0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.3889 0.2963 0.     0.     0.1667 0.1481 0.0926 0.5185 0.3889
 0.2593 0.7407 0.537  0.2593 0.2037 0.1667 0.8333 0.2593 0.0741 0.6667
 0.3704 0.0926 0.537  0.7048 0.3676]"
416,c0a88cfd2b43400e1ab7fd4fdd1e0f98,"['22327302', '13407012', '20597472', '21471574', '24178', '13232816', '18047883', '1618', '60748', '970510']","[5, 5, 5, 0, 4, 4, 0, 5, 5, 5]","['135415', '135417', '2823983']","[5, 4, 4]",3,0,"[0.     0.     0.     0.     0.     0.8684 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1316 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.3684
 0.5    0.1316 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.2632 0.3421 0.     0.2632 0.1316 0.     0.     1.     0.     0.
 0.6053 0.3947 0.1316 0.8684 0.     0.8684 0.1316 0.5    0.     0.5
 0.8684 0.     0.1316 0.5905 0.3703]"
417,e387d68d2cf7e2324bef1dffcd197553,"['28504574', '25622828', '11468955', '17934530', '23315848', '5957313', '305234', '16248002', '11870085', '77203', '8442457', '12711120', '13544788']","[4, 4, 3, 4, 3, 5, 4, 3, 5, 5, 5, 4, 2]","['13166025', '13624688', '13320466']","[4, 4, 5]",0,0,"[0.     0.     0.     0.     0.     0.9608 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.0392 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.1176
 0.3922 0.4902 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.4118 0.1569 0.098  0.     0.098  0.2353 0.8039 0.     0.1961
 0.7059 0.2941 0.     0.4314 0.5686 0.     1.     0.6275 0.1961 0.1765
 0.8039 0.     0.1961 0.6265 0.3441]"
418,a06d87a6ff1cb4b18bbc155bd855d053,"['4671', '13047090', '10429045', '9593911', '8755776', '6752378', '8685612', '1656001', '6186357', '3777732', '7686667']","[2, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]","['2802316', '7129598', '256683']","[5, 4, 5]",1,0,"[0.     0.     0.     0.     0.     1.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.24   0.76   0.     0.     0.     0.     0.     0.     0.     0.
 0.1    0.     0.     0.     0.     0.     0.     0.     0.     0.9
 0.2    0.1    0.14   0.1    0.1    0.16   0.2    0.4    0.5    0.1
 0.3    0.7    0.44   0.06   0.5    0.76   0.24   0.26   0.54   0.2
 0.2    0.6    0.2    0.7294 0.4264]"
419,7942ab2159a23e7e3cb4b150fc5e7da0,"['25638675', '9840874', '21532133', '10572', '170448', '23766623', '16096824', '18659623', '16131534', '12649718', '22889767']","[2, 0, 2, 5, 5, 5, 4, 3, 4, 4, 4]","['18521', '10210', '17118893']","[5, 4, 5]",0,0,"[0.     0.     0.     0.     0.     0.9474 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.0526 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.7105 0.2895 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.1053 0.     0.     0.8947
 0.1053 0.     0.     0.6579 0.     0.1053 0.1316 0.4737 0.2105 0.3158
 1.     0.     0.3421 0.6579 0.     0.2105 0.7895 0.     0.2105 0.7895
 0.2895 0.3947 0.3158 0.7405 0.4037]"
420,73fb19c71b6ee885fcb4ef4fa6e3397a,"['26802721', '29918785', '60931', '30809689', '25937671', '8130608', '18775247', '5312123']","[5, 3, 5, 4, 5, 5, 4, 4]","['4407', '10762469', '546644']","[4, 4, 4]",2,0,"[0.     0.     0.     0.     0.     1.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.3714
 0.4    0.2286 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.3429 0.     0.2571 0.1429 0.1429 0.1143 0.     0.5714 0.1429 0.2857
 0.4857 0.5143 0.5429 0.     0.4571 0.1429 0.8571 0.7143 0.2857 0.
 0.1429 0.2857 0.5714 0.7143 0.4037]"
421,f0af0fae65c636d02253f8fb9d41a3e4,"['834378', '16304', '43877', '236093', '228333', '5907', '6304264', '44086', '23772']","[4, 4, 2, 4, 4, 4, 2, 3, 3]","['8127', '1934', '7613']","[4, 0, 0]",3,0,"[0.     0.     0.     0.     0.     1.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.7    0.3    0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1333 0.     0.     0.     0.     0.     0.     0.8667
 0.     0.2333 0.3    0.2    0.     0.1333 0.1333 0.0667 0.8333 0.1
 0.6667 0.3333 0.7333 0.2667 0.     0.8667 0.1333 0.1333 0.     0.8667
 0.     0.7667 0.2333 0.6503 0.3157]"
422,b33846dfb25ac4a2fa45d55b1f2c0a9a,"['6681614', '18624856', '18221835', '18397465', '17992946', '13496', '16106993', '918414']","[4, 5, 3, 4, 3, 5, 3, 4]","['16080992', '16002614', '2188637']","[4, 3, 4]",0,0,"[0.     0.     0.     0.     0.     1.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1481 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.1481 0.2593
 0.7407 0.     0.     0.1852 0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.963
 0.     0.1481 0.5926 0.4074 0.     0.     0.     0.6296 0.5185 0.
 0.963  0.1852 0.3333 0.8148 0.     0.1481 1.     0.1852 0.1481 0.8148
 0.5556 0.1481 0.4444 0.7707 0.2511]"
423,b952380828999a949242a7e9936337bc,"['23305614', '31303956', '2895896', '20896811', '9247128', '10822858', '5060378', '2429135', '1162543', '428263', '49041', '41865', '136251', '1', '2', '6', '5']","[4, 5, 3, 5, 3, 4, 3, 4, 3, 5, 3, 5, 5, 5, 5, 4, 5]","['15881', '3', '4667024']","[4, 4, 5]",0,0,"[0.     0.     0.     0.     0.1613 0.9839 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.6452 0.5    0.     0.     0.     0.0645 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.0806 0.     0.     1.
 0.2097 0.0968 0.0806 0.0645 0.2419 0.1613 0.2903 0.3871 0.5    0.2581
 0.5484 0.5968 0.4839 0.5323 0.129  0.3871 0.7581 0.1129 0.3548 0.6774
 0.2097 0.7419 0.1935 0.8342 0.4671]"
424,fb3cca1f748b60cc36a56ee96e949cbf,"['25817876', '28109970', '18952341', '693208', '7392167', '9979093', '10584132', '20613610', '18318648', '770038', '9090412', '16104795', '1852', '518848', '883316', '1060958', '6050678']","[3, 2, 3, 4, 4, 3, 4, 2, 4, 5, 3, 4, 2, 4, 3, 4, 3]","['7260188', '9766146', '2767052']","[3, 2, 4]",3,0,"[0.     0.     0.     0.     0.     0.7018 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.2982 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.0526 0.
 0.5965 0.3509 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.2982 0.2807 0.     0.     0.     0.     0.4211 0.0351 0.     0.9649
 0.5789 0.4211 0.0526 0.9474 0.     1.     0.     0.1228 0.5614 0.3158
 0.0526 0.5263 0.4211 0.6754 0.3761]"
425,34702e06c2ad0d51debec342342cc1d6,"['959775', '82991', '6780920', '39795', '1139897', '1914973', '2459785', '935308', '116971']","[5, 5, 4, 4, 4, 5, 4, 4, 3]","['383512', '93575', '833187']","[1, 5, 5]",2,0,"[0.     0.     0.     0.     0.     1.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.1316
 0.6053 0.2632 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.4211 0.     0.     0.5789 0.     0.     0.     0.4737 0.     0.5263
 0.4474 0.5526 0.4737 0.     0.5263 0.     1.     0.     0.     1.
 0.4211 0.     0.5789 0.6695 0.3124]"
426,e9be865840ac1a0127cc98fd37a6f7a6,"['6537155', '12445148', '6692041', '17317106', '3412', '3258597', '16131687', '6092250', '4914818', '15776062', '6909334']","[4, 5, 5, 3, 5, 4, 4, 5, 4, 4, 5]","['13493172', '8892455', '6185']","[5, 3, 2]",1,0,"[0.     0.7083 0.     0.     0.     0.1042 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1875 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 1.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.2917 0.0833 0.     0.     0.     0.1042 0.5208 0.7083 0.1875 0.1042
 0.4583 0.5417 0.1667 0.1042 0.7292 0.8958 0.1042 0.     0.5417 0.4583
 0.625  0.375  0.     0.7402 0.3856]"
427,5444275cff9fb1b78cf9bfc3a77c99ea,"['18634590', '23244878', '43889', '13563187', '13433636', '16008604', '15716996', '12152218', '256683', '5043', '32145', '10081055']","[5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5]","['13529957', '930', '1295']","[5, 5, 5]",2,0,"[0.     0.     0.     0.     0.     0.9815 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.0926 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.6481
 0.2593 0.1667 0.     0.     0.     0.     0.0741 0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.537  0.     0.0926 0.3704 0.     0.0741 0.     0.8333 0.0741 0.1667
 0.537  0.537  0.463  0.1481 0.463  0.0926 0.9815 0.7963 0.2778 0.
 0.3704 0.6296 0.0741 0.8076 0.3926]"
428,0d701201b4cffeddfccc9ffdaa0ccaf1,"['20454573', '11455148', '15947841', '9680718', '7747064', '1', '3112850', '7735333', '6654313', '305234', '7778981', '41865', '6068551', '6487308']","[0, 2, 4, 4, 5, 5, 0, 5, 2, 4, 5, 4, 3, 4]","['6339664', '7896345', '13548152']","[5, 4, 5]",0,0,"[0.     0.     0.     0.     0.     0.9149 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.0851 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.0851 0.0851
 0.4255 0.4043 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.1915 0.1064 0.1915 0.     0.1064 0.234  0.1702 0.4255 0.4255 0.1489
 0.9149 0.0851 0.5532 0.3404 0.1064 0.4468 0.5532 0.4255 0.2979 0.2766
 0.2553 0.6383 0.1064 0.6547 0.3038]"
429,a4832fe67ba3944f87f763748168fe85,"['6639884', '26120579', '16193495', '16095184', '13019961', '16008698', '15839001']","[3, 2, 5, 3, 4, 5, 5]","['15794568', '15763919', '6516513']","[4, 3, 4]",3,0,"[0.     0.     0.     0.     0.     1.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.8519
 0.     0.1481 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.     0.     0.     0.4444 0.5556 0.     0.     1.     0.
 1.     0.     0.     0.     1.     1.     0.     0.     1.     0.
 0.     1.     0.     0.647  0.2752]"
430,28760e2beffe66deef67402ede3217ff,"['32620304', '33392554', '20563771', '18136549', '16117804', '7743783', '17200687', '13407490']","[3, 1, 4, 5, 2, 1, 4, 1]","['12649718', '9593913', '8466224']","[4, 4, 1]",3,0,"[0.     0.     0.     0.     0.     0.8571 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1429 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.0476 0.3333
 0.619  0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.     0.     0.7143 0.     0.     0.2857 0.8095 0.     0.1905
 1.     0.     1.     0.     0.     1.     0.     0.5238 0.     0.4762
 0.     0.8095 0.1905 0.7048 0.4043]"
431,3dbfdda5374665ccbd316c4c43ce0ada,"['28801171', '1767659', '2140514', '17846011', '12356365', '504374', '825377', '19543', '6780664']","[5, 4, 5, 4, 2, 4, 5, 4, 4]","['18459900', '13401165', '3692091']","[5, 5, 2]",2,0,"[0.     0.2973 0.     0.     0.     0.4595 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1351 0.     0.     0.     0.     0.     0.     0.
 0.1081 0.     0.     0.     0.     0.     0.     0.     0.     0.1351
 0.5676 0.2973 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.2162 0.3784 0.4054 0.     0.     0.     1.     0.     0.
 0.4324 0.5676 1.     0.     0.     0.     1.     0.4054 0.     0.5946
 0.5135 0.     0.4865 0.7114 0.4097]"
432,5ffc963827c97af45df818645a0c8f4b,"['19288043', '9533378', '13584236', '3630050', '13542703', '45107', '13058785', '9791']","[1, 5, 1, 3, 3, 1, 3, 3]","['47212', '1215032', '186074']","[3, 3, 5]",1,0,"[0.     0.     0.     0.     0.     0.8    0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.2    0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.15   0.05
 0.65   0.15   0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.05   0.4    0.05   0.35   0.15   0.     0.     0.8    0.     0.2
 0.25   0.75   0.2    0.     0.8    0.95   0.05   0.     1.     0.
 0.65   0.05   0.3    0.685  0.3515]"
433,e3cfd988a0a605be511cdfd12f3cd75f,"['28119237', '25852784', '14276', '15793582', '15797938', '6577631', '11717571']","[5, 5, 5, 5, 5, 5, 4]","['10954979', '12085010', '9938498']","[5, 4, 5]",0,0,"[0.     0.     0.     0.     0.     0.8529 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1471 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.4118 0.5882 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.4118 0.     0.     0.     0.     0.5882 0.7353 0.     0.2647
 1.     0.     0.1471 0.7059 0.1471 0.1471 0.8529 0.8529 0.1471 0.
 0.     1.     0.     0.6603 0.5021]"
434,5c527892d3eedea7bd00a8148439c695,"['76620', '12961964', '39961', '18122', '7745', '6393', '6867', '153747']","[5, 5, 1, 0, 0, 1, 5, 0]","['4667024', '18405', '373755']","[4, 0, 5]",0,0,"[0.     0.     0.     0.     0.     0.9412 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.0588 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.2941
 0.6471 0.0588 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.     0.     0.5882 0.0588 0.     0.3529 0.3529 0.6471 0.
 0.7059 0.2941 0.2941 0.3529 0.3529 0.     1.     0.     0.     1.
 0.4118 0.2941 0.2941 0.6918 0.2918]"
435,1e2b2365c81f82e6766e4d95c82dabfd,"['34916265', '121749', '29633708', '30971714', '100915', '31193387', '24013985', '25937838', '30724434', '30201160', '29102943', '546291', '73042', '21991202', '22328530']","[2, 4, 4, 4, 5, 2, 4, 3, 4, 3, 5, 5, 1, 5, 4]","['22313641', '22509955', '20912424']","[5, 5, 5]",3,0,"[0.     0.     0.     0.     0.     0.5273 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.4727 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.1818 0.8182 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.3818 0.     0.2909 0.     0.     0.     0.3273 1.     0.     0.
 0.6545 0.3455 0.0909 0.     0.9091 1.     0.     0.5091 0.0909 0.4
 0.     1.     0.     0.6513 0.3151]"
436,3ac6d8d4049a5c1dbe789cddd0602dc1,"['12266506', '15748889', '8306857', '11557969', '15719481', '15718745', '13314835', '15764470', '13061568', '14061559', '15738348', '13645315', '13418916', '13609046', '513046']","[0, 4, 5, 5, 4, 4, 4, 4, 5, 5, 5, 4, 4, 4, 3]","['56036', '12749487', '2079558']","[3, 4, 4]",3,0,"[0.     0.     0.     0.     0.     0.8333 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1667 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.3333
 0.5    0.1667 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.0833 0.0667 0.2167 0.4333 0.     0.2    0.     0.5167 0.0667 0.4167
 0.6667 0.3333 0.4833 0.5167 0.     0.9167 0.0833 0.     0.9167 0.0833
 0.5    0.0667 0.4333 0.6713 0.3417]"
437,e2eb14a8a52561cdfb537e04b8839373,"['23418947', '11577576', '7282903', '55036', '13570854', '12823329', '17159769', '5393637', '17336133', '3171171', '518857', '52357', '2932', '12938101', '14458776', '8956', '72242']","[5, 4, 3, 5, 2, 4, 4, 4, 3, 4, 3, 5, 2, 4, 3, 4, 5]","['13608596', '76894', '10599805']","[5, 4, 4]",0,0,"[0.     0.     0.     0.     0.     0.8281 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1719 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.0625 0.0781
 0.2187 0.6406 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.3437 0.3594 0.     0.     0.2969 0.     0.     0.0781 0.4375 0.4844
 0.9688 0.0312 0.4531 0.     0.5469 0.     1.     0.4687 0.5312 0.
 1.     0.     0.     0.6581 0.3086]"
438,120375f1bdc738fe9d26c769e6f634d6,"['10818853', '182332', '31387199', '109502', '704224', '13006215', '16255215', '15622', '348632', '18829666', '25372801', '9912994', '5129', '256566']","[4, 4, 4, 4, 4, 2, 4, 4, 4, 1, 2, 4, 3, 2]","['4473', '25074850', '824609']","[5, 3, 4]",3,0,"[0.     0.     0.     0.     0.     0.9524 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.0476 0.     0.     0.     0.     0.     0.     0.
 0.0952 0.     0.     0.     0.     0.     0.     0.     0.     0.0952
 0.619  0.381  0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.0952 0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.4524 0.0714 0.0476 0.     0.3333 0.1905 0.0952 0.6429 0.3571
 1.     0.0952 0.1429 0.5    0.4524 1.     0.0952 0.8571 0.1905 0.0476
 0.3571 0.6429 0.0952 0.6938 0.4338]"
439,9dc0b29df9c5270f87213782ba7d4d00,"['13273985', '25422234', '23129944', '22738563', '7324659', '19101283', '20874139', '10210', '13583323', '11505797', '8667848', '3684856', '6280118', '12873', '71770', '11588']","[2, 5, 5, 5, 2, 5, 5, 5, 4, 3, 2, 3, 4, 3, 3, 4]","['21996', '2967752', '37470']","[4, 4, 3]",3,0,"[0.     0.     0.     0.     0.     0.9167 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.0833 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.0667 0.1333
 0.45   0.35   0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.1167 0.     0.     0.1833 0.2    0.3333 0.1667 0.8    0.1667 0.0333
 0.75   0.25   0.0833 0.8333 0.0833 0.8833 0.1167 0.25   0.4333 0.3167
 0.45   0.0833 0.4667 0.7135 0.3372]"
