user_id,books,ratings
e5ca6491915f40bb26b3caaf08e1d0e4,"[12476772, 35486205, 16127677, 35820445, 22396141, 35280682, 34089051, 33820193, 35126176, 35232122, 32325955, 16059838, 34005806, 35856437, 31673111, 21922876, 28435054, 29511123, 31177773, 30656584, 26524796, 31501305, 32196826, 31282421, 25341102, 29972321, 11346891, 26851640, 29778277, 28955816, 30354101, 31283395, 30305731, 31225678, 17859879, 29344717, 28939029, 27829739, 29589739, 30141514, 30322828, 2082136, 2802914, 25333236, 13707738, 29932345, 29586552, 22550549, 28374414, 29414621, 9319468, 29080300, 28161365, 27070250, 245344, 24724602, 677285, 27864631, 25587642, 26840773, 25645319, 25445622, 17660390, 27169116, 587069, 19542151, 6452798, 7571010, 25333190, 25925903, 16086191, 3403555, 1990585, 16102578, 25423879, 20435594, 24715182, 25617714, 25548969, 23207137, 6786692, 18756069, 21567845, 13000964, 23354612, 1168341, 131304, 23009874, 23203904, 21462300, 22937310, 22845271, 20706267, 22047318, 22823747, 13628000, 22845286, 22756416, 22756414, 2546766, 21548708, 11502188, 17344874, 18365908, 9199049, 17184251, 15910600, 12382981, 17909740, 18240405, 18218818, 17332178, 18169960, 18213376, 13477918, 17344729, 16040449, 12594719, 15730483]","[3, 4, 3, 2, 4, 3, 4, 4, 2, 4, 4, 3, 4, 4, 4, 4, 4, 4, 5, 5, 4, 4, 4, 4, 4, 3, 3, 2, 4, 1, 4, 3, 4, 4, 4, 4, 3, 3, 3, 5, 3, 4, 3, 4, 2, 4, 2, 4, 3, 4, 4, 3, 2, 4, 4, 3, 4, 2, 4, 3, 4, 4, 4, 4, 2, 2, 3, 3, 4, 3, 4, 4, 5, 5, 3, 1, 2, 4, 4, 2, 5, 4, 4, 2, 3, 4, 2, 3, 4, 2, 2, 2, 3, 4, 4, 2, 3, 3, 4, 3, 5, 4, 3, 2, 2, 3, 4, 1, 3, 3, 2, 3, 3, 4, 3, 5, 2, 4, 1]"
23be2c07c1dd24c557aaa7c42c5cfd03,"[1889, 37415, 18486457, 18073140, 17504320, 17567107, 12286734, 16253406, 16170663, 17251323, 10773096, 13351120, 9279734, 6345692, 12751687, 8789318, 10345708, 301022, 6820070, 12805465, 7912474, 7129588, 8755776]","[5, 5, 2, 1, 4, 3, 3, 4, 1, 3, 2, 5, 4, 3, 3, 4, 3, 3, 1, 4, 1, 4, 3]"
e69fbf8f5d436239d4e2007fefb12aca,"[823815, 2246340, 91076, 780678, 5907]","[3, 3, 3, 3, 5]"
68e92d750f3dfd717570552f62ca7a6d,"[27802974, 32722110, 27854307, 26785630, 25729359, 31245755, 11214214, 23208637, 23848809, 25497031, 575135, 22886868, 24586590, 23168288, 22571696, 20263040, 20767918, 21535271, 21798207, 23636026, 11424203, 16122057, 6185509, 7292936, 18189084, 16255195, 19766991, 20814360, 14121045, 8680417, 11797365, 23397921, 19064121, 18880103, 22586060, 21113431, 3336982, 13830661, 20702345, 23386108, 16156174, 20806410, 22825711, 17618591, 20347215, 20262813, 18524705, 17263600, 20446140, 11672438, 23286760, 18386439, 17332218, 19288043, 19561922, 18658063, 9328684, 15815596, 10769683, 342240, 18467799, 71467, 977491, 924213, 459419, 1334630, 18369964, 8035574, 17160012, 11275323, 13542846, 280366, 530643, 16281002, 10137823, 17167084, 11602337, 15954540, 13502958, 676224, 13436786, 13618324, 16069720, 17376796, 12690059, 17970312, 17461050, 16241851, 16241845, 1440148, 17572295, 13579199, 6449719, 338691]","[3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 5, 4, 4, 4, 3, 4, 5, 5, 2, 2, 5, 3, 4, 4, 4, 5, 4, 2, 2, 3, 4, 2, 5, 3, 4, 4, 3, 3, 3, 3, 3, 2, 3, 3, 3, 5, 5, 2, 5, 5, 3, 2, 3, 2, 4, 1, 4, 4, 4, 4, 4, 3, 5, 5, 2, 3, 3, 3, 4, 5, 1, 1, 5, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 1, 2, 5]"
0f2c0d7b42ba7d2eaf19c34bf9a36214,"[4071565, 3874811, 2731250, 816953, 51737, 2796720, 3223761, 4835838, 1537534, 1651302, 162085, 162089, 22205, 531350, 5526, 3463, 15931, 15926, 3473, 3400744, 3474186, 595397, 493566, 22192, 111429, 82751, 37451, 1137151, 25373, 731839, 913881, 240126, 5452, 5453, 5454, 452306, 649514, 16178, 439288, 24583, 38703, 122756, 1025250, 428035, 646028, 9844, 539051, 231804, 12691, 1425745, 196550, 196549, 93726, 93731, 93729, 187812, 19452, 2, 1, 6, 5, 136251, 3, 363850, 171020, 93728, 439275, 90475, 38980, 19448, 2120932, 561456, 28186, 28187, 1162543, 12232938, 22188, 428263, 49041, 41865, 28105, 569406, 95658, 890143]","[5, 4, 4, 5, 5, 4, 3, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 4, 1, 5, 4, 3, 4, 4, 3, 4, 5, 5, 5, 5, 4, 4, 5, 4, 4, 1, 4, 5, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 3, 4, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 3, 4]"
7074b9bd7e86e3eb85dfe2d5d4a85f8e,"[20707959, 425174, 15196, 386714, 17332222, 596675, 216443, 13577823, 7967714, 8325092, 357664, 10644930, 10687840, 37190, 24779, 33555, 8015504, 7847185, 18131, 24784, 24780, 3516953, 9969571, 731296, 288970, 288987, 288995, 76778, 558230, 18981]","[3, 3, 5, 4, 3, 4, 4, 5, 5, 3, 4, 3, 3, 5, 4, 5, 5, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 5, 3, 3]"
2b1a39d8b7393fe26c7224ab1029101c,"[29610595, 22609310]","[5, 5]"
dbcb987404f539135462136c5d92a386,[29071532],[5]
d4f585530c5d99581e1de5cdccd42d7e,"[24238427, 17861833, 16177343, 18194894, 15753408]","[5, 5, 5, 5, 5]"
deb3ff9cd79238588887f69d8659260a,"[5983023, 25442829, 27213208, 17684327, 28355876, 6, 161426, 8874743, 23521853, 24809790, 24817626, 9268014, 14285, 68210]","[5, 3, 2, 3, 4, 5, 2, 2, 4, 3, 3, 2, 5, 5]"
eadf8c06370d9c6fd74121723c8d20e3,"[15745753, 33867098, 25557074, 25658485, 19549841, 32053538, 23310828, 25686318, 15926760, 3526025, 19019010, 23128304, 19511442, 7864437, 1245424, 845711, 7933437, 3613997, 28186, 16248223, 4703450, 45108, 68488, 45112, 2657, 2844587]","[5, 4, 3, 4, 4, 4, 3, 4, 0, 3, 3, 4, 3, 4, 4, 4, 4, 3, 4, 5, 3, 4, 4, 5, 5, 4]"
8997919751c30ab67e9343a99ff4867c,"[33032770, 27276091, 20518817, 25622219, 28953137, 133518, 27247277, 27163018, 25074849, 27247273, 15096204, 6022863, 91478, 359375, 43725]","[4, 5, 4, 4, 5, 5, 2, 2, 5, 4, 4, 2, 3, 5, 5]"
fa40746a012abb60701b2f0ccc41c72d,"[18463829, 19278256, 18222198, 17380828, 17251838, 18392311, 17724564, 18240930, 17376029, 17375029, 17290659, 17257847, 17085498, 17304217, 17251323, 17253621, 14759915, 17060301, 21680569, 13037335, 17014304, 13564696, 16457269, 16178890, 7857149, 15839198, 16086736, 16091194, 16046765, 442948]","[5, 4, 4, 5, 4, 5, 3, 5, 4, 4, 5, 4, 5, 5, 5, 4, 5, 5, 4, 5, 4, 5, 4, 4, 5, 5, 5, 5, 3, 5]"
7e6b8a3e1bd0303dcffc10697cd3cec3,"[35691874, 35997001, 34366028, 35659275, 27815560, 28251002, 27883214, 18866724, 33006696, 35144587, 15606063, 33345915, 32943471, 35165665, 34202317, 18810755, 34031953, 34037370, 31816962, 34037126, 34373256, 34714367, 32187973, 33131493, 10781976, 33862821, 12995856, 34031625, 30193228, 29923399, 32499395, 33290383, 20736985, 17411755, 31844414, 30761851, 32479521, 17377545, 32337618, 25859959, 29069989, 32312174, 13153658, 31224556, 30763341, 31742406, 31573813, 25643428, 29545391, 23492158, 21497221, 18079683, 24981256, 28506678, 18304322, 24331386, 18491251, 30780721, 26483919, 7163862, 30630464, 18109771, 29869191, 1408078, 578520, 28356624, 26218546, 27846850, 27234030, 27254114, 29294563, 28801496, 10005527, 24942440, 20898019, 25649877, 25432331, 24728470, 13455411, 166997, 2284802, 26347128, 23305614, 27239537, 22693211, 19480404, 18137087, 23286878, 22586533, 18012091, 6097542, 20946283, 18068518, 24913162, 13583790, 18746390, 23310759, 404912, 26212962, 25932842, 24777899, 7923448, 12950718, 19246477, 144143, 24000166, 1330324, 23346496]","[3, 3, 4, 4, 3, 3, 3, 4, 4, 5, 0, 0, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 0, 4, 4, 5, 4, 3, 2, 5, 2, 3, 4, 3, 3, 3, 0, 5, 2, 2, 3, 4, 3, 0, 2, 4, 3, 2, 4, 4, 0, 3, 0, 3, 0, 3, 2, 4, 5, 4, 3, 4, 3, 3, 4, 3, 4, 4, 2, 4, 2, 3, 0, 3, 3, 4, 5, 3, 4, 3, 2, 4, 3, 3, 0, 3, 3, 3, 3, 2, 4, 2, 2, 3, 3, 4, 2, 5, 3, 3, 4, 3, 3, 5, 4, 4, 0]"
c4b5fd2c733469fc3e83e86ccfd6ce37,"[138397, 138396, 138398, 30075802, 33014652, 30674695, 6617506, 18072459, 18000580, 17971267, 25667918, 6513626, 15810499, 20873804, 27809678, 12000020, 23500542, 29056083, 18239142, 27414945, 18401393, 27174561, 17927395, 16096824, 17708010, 23573418, 28550610, 10635411, 11870085, 16066962, 10600242, 12067, 10818853]","[3, 4, 5, 2, 1, 5, 5, 2, 3, 5, 5, 5, 5, 4, 5, 5, 5, 4, 3, 3, 5, 4, 5, 5, 1, 5, 5, 4, 1, 4, 4, 4, 1]"
f382f2ad23365badd0de4aca77161eea,"[22888800, 11927282, 1116393, 17317908, 11543195, 3636]","[2, 3, 2, 1, 5, 3]"
b27de1fc5d59b476fc142c7207986ac4,"[25155958, 60932, 15802940, 13515274]","[1, 5, 2, 3]"
8ad7187701987b16e44f27088f25f69c,"[638254, 29939392, 24397036, 13265138, 32572166, 28110849, 13091336, 24490481, 177246, 7631105, 6186357, 24612118, 21412144, 26150557, 22750365, 25011473, 60748, 22724659, 7728889, 17286849, 23359962, 618241, 22535532, 6990472, 6564677, 17660863, 742171, 15745753, 10893214, 77204, 15761526, 15763484, 13615312, 884295, 12700353, 15984414, 11720964, 15808318, 14929224, 73186, 2320473, 48855, 7260188, 13572249, 2778615, 4345266, 11235712, 3464, 7740152, 6487308, 1656001, 428263, 49041, 41865, 3473, 15931, 39999, 110385, 110391, 479630, 15748199, 6, 10818853, 12881778, 11857408, 6148028]","[5, 5, 4, 3, 3, 4, 4, 5, 5, 5, 4, 4, 5, 5, 4, 4, 4, 5, 4, 5, 5, 5, 1, 4, 4, 2, 3, 3, 5, 5, 3, 3, 5, 5, 5, 5, 5, 4, 4, 5, 3, 4, 3, 3, 5, 3, 5, 2, 3, 3, 5, 2, 4, 3, 3, 5, 4, 5, 4, 5, 3, 3, 3, 3, 4, 4]"
fab3e0cea61720dc85881bfc09d06b97,"[11408650, 28671039, 18692431, 33290383, 26521219, 30333938, 28260587, 27362503, 25041504, 18816824, 18486818, 22667115, 17788401, 25092686, 11366397, 259068, 13037601, 18140047, 24453444, 18001867, 23174274, 10798416, 15792316, 13574861, 17878931, 17505184, 13206900, 8044584, 18170039, 15749186, 19540454, 13188676, 15795357, 8680278, 207577, 11883372, 15844362, 11988046, 7519508, 8130423, 8126116, 7583324, 11663424, 13104080, 15820748, 17230002, 348573, 12813649, 11288655, 6283504, 13101912, 7428882, 11123032, 10814419, 10428902, 6479286, 10468400, 8416819, 15751540, 8256181, 5000312, 6564365, 7581796, 8123162, 15985638, 11735983, 99561, 11099579, 6583171, 1651302, 11467322, 13494237, 12970552, 11264999, 10378606, 7260188, 2767052]","[5, 5, 4, 3, 4, 5, 5, 4, 3, 5, 5, 3, 4, 5, 4, 4, 4, 5, 5, 4, 4, 5, 4, 5, 5, 5, 5, 5, 3, 5, 4, 5, 4, 4, 4, 3, 5, 4, 5, 5, 5, 4, 4, 3, 4, 5, 3, 3, 4, 4, 5, 3, 3, 5, 5, 4, 3, 4, 5, 5, 5, 5, 4, 4, 4, 5, 3, 5, 3, 3, 3, 5, 5, 5, 4, 4, 5]"
e16adab6e3efb3734cabfddde0628b64,"[35294056, 34605382, 30046912, 30612379, 33805834, 34809422, 34364232, 26198481, 30079447, 33785151, 31705529, 30653821, 31450633, 32470401, 35000693, 35622131, 609527, 7294032, 33260180, 31379616, 33199875, 29501681, 34327324, 31117615, 21057743, 32943033, 28225843, 35096269, 31292655, 33148474, 32713832, 33037066, 30523199, 30206050, 34273721, 34198015, 29878247, 32944818, 31309216, 28240333, 31827593, 9675472, 11506850, 7850230, 8123397, 9862574, 8271025, 8129204, 6622145, 6099825, 6408862, 6487308, 24668270, 5886162, 4052117, 6438479, 34680214, 30259969, 32809193, 30291140, 33210527, 29354916, 30836269, 26407000, 26534291, 28964202, 28268724, 29511412, 30080333, 32078072, 31934738, 29246846, 28766731, 28268721, 30179726, 26853378, 29758021, 31112190, 28017573, 30149073, 28815474, 26245850, 30171328, 33016249, 29482719, 32929712, 33974714, 32966408, 31180533, 30201327, 31423445, 25365530, 33140259, 13481309, 13432191, 11143385, 13493303, 11542514, 13452731, 12818295, 10583267, 12749406, 2249507, 13163068, 12762984, 8246566, 8689112, 11928815, 10553258, 13025855, 9379895, 6811353, 12649304, 11538984, 6871059, 12645610, 12833834, 9669766, 8582712, 12448535, 12150787, 741214, 7832158, 8435071, 8730413, 8202714, 7823038, 7831146, 7698302, 6477216, 7302042, 6526780, 6003566, 8577449, 7478447, 5748982, 8104702, 8524522, 8038362, 8122895, 8521686, 1425722, 7780031, 7879350, 6517074, 8112218, 7602365, 6882397, 7844494, 1112810, 5433199, 6607620, 332128, 6565170, 5465377]","[4, 5, 5, 5, 5, 5, 4, 5, 3, 5, 4, 4, 5, 5, 3, 1, 5, 5, 5, 5, 3, 5, 4, 4, 3, 5, 4, 4, 4, 4, 4, 5, 4, 4, 4, 3, 4, 4, 5, 4, 5, 5, 4, 4, 5, 4, 0, 5, 2, 4, 5, 4, 5, 2, 4, 4, 5, 5, 3, 4, 4, 2, 5, 4, 4, 4, 4, 4, 4, 4, 5, 5, 4, 4, 4, 5, 5, 5, 4, 4, 5, 4, 5, 5, 3, 5, 5, 5, 4, 4, 4, 5, 5, 4, 4, 5, 3, 5, 5, 5, 4, 4, 5, 4, 4, 5, 4, 4, 4, 4, 4, 5, 4, 5, 4, 3, 3, 3, 3, 5, 3, 4, 4, 4, 5, 3, 5, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 3, 3, 4, 4, 4, 2, 4, 4, 1, 4, 4, 0, 3, 3, 4]"
aaea5c92a4b4b46b899125db83c1a13f,"[5618698, 9361589, 11857408, 11735983, 8306857, 10335308, 9794437, 9418327, 12381269, 11962970, 42898, 8133097, 42899, 6218281, 4667024, 7102544, 7823549, 548739, 4758093, 3609763, 7735333, 7937843, 7624272, 140082, 110494, 8667848, 7981206, 8474937, 7048800, 7863432, 7361886, 7937462, 6752378, 7114761, 1582996, 10917, 2120652, 19501, 17204, 13132, 2429135, 140091, 5161066, 4502877, 49041, 301082, 41865, 9010, 1954203]","[4, 4, 2, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 1, 4, 3, 4, 2, 3, 3, 3, 3, 3, 3, 4, 4, 2, 4, 2, 3, 3, 2, 2, 2, 3, 2, 3, 3, 2, 3, 4, 2, 4, 5, 3, 4, 5, 4, 0]"
4e269e672334d12ac5c635930a3e2be4,"[25666054, 12287209, 17349023, 222458, 19569873, 13496, 6562253, 8442457, 5043]","[5, 4, 5, 4, 5, 5, 3, 3, 5]"
f2f61ff7f4ed044514e59836062acb9d,"[18712968, 18731511, 18363865, 17188814, 15796469, 16821434, 13413589, 15776950, 13553459, 15838964, 16133224, 15733312]","[3, 0, 0, 3, 4, 5, 5, 4, 4, 4, 4, 0]"
9cfac44bc2de6edf3a55e4e93c9423c9,"[22749994, 17899948, 110945, 77427, 101921, 77432, 166997, 333295, 3985, 131793, 49628, 12875355]","[3, 5, 4, 5, 5, 5, 5, 5, 5, 2, 5, 1]"
209d5fbcc8339a288e1f75ee8347f837,"[46169, 31549906, 18774964, 12543, 18043287, 28007842, 24728470, 77810, 172148, 23507478, 13586707, 6613956, 2214574, 98920, 18594634, 28078, 10746542, 15766684, 17804814, 45195, 7743117, 7821828]","[5, 5, 5, 5, 4, 4, 5, 4, 4, 4, 5, 4, 4, 5, 3, 5, 5, 4, 4, 5, 5, 5]"
8d71c0f41f5c05cc19f1c8b36c3cf8f7,"[13482252, 15989761, 6706874, 33396575, 31197031, 30353653, 27272010, 6092250, 18049229, 5557442, 7480676, 9612448, 13647415, 9725538, 13498851, 2618660, 12602933, 13049162, 6966717, 2313952, 6966712, 6876196, 12023255, 13908082, 21394850, 6288703, 2629369, 3263876, 4613742, 7788759, 545425, 7949442, 3821917, 13611293, 3263868, 13162522, 18802981, 15771204, 2369786, 4613484, 7196678, 16268982, 10542176, 17526959, 17280972, 18216688, 17369056, 17205200, 20487564, 6388432, 20451339, 6966699, 6876193, 13601881, 3438000, 3371137]","[3, 2, 4, 5, 3, 5, 5, 5, 5, 3, 5, 5, 0, 4, 2, 4, 5, 3, 5, 5, 5, 5, 0, 5, 4, 5, 3, 4, 4, 5, 5, 5, 5, 4, 5, 5, 3, 1, 5, 4, 2, 4, 5, 2, 5, 4, 4, 4, 5, 4, 2, 5, 5, 4, 5, 5]"
b00d729fd78909274be1415ce30bcb04,[33687],[4]
0147285ddc6b8a9ae27f1829a0bac33a,"[18137036, 6772939, 11569389, 30968446]","[5, 5, 3, 5]"
5e9856d8d0ff2ba114970ff32651c235,"[14498292, 3636, 156970, 1118668, 7381647, 6061910, 55876]","[5, 2, 1, 5, 5, 0, 2]"
9773b4c5dc241e38d76aff2cb96c96fd,"[24019187, 23507745, 12983100, 6261270, 9460487, 18184303, 10574, 18079776, 15096257, 7735333, 25373, 22628, 17212231, 11235712, 13335037, 13482750, 6617928, 19063, 24337, 4473]","[5, 3, 3, 5, 5, 3, 3, 5, 3, 4, 5, 5, 3, 4, 3, 5, 5, 5, 4, 5]"
f09d99a6d6da299112e3f4a88d75c772,[13540346],[5]
228f684ef546f35702a57c5728c8bbde,"[32076678, 237209]","[5, 5]"
02538800d798d36723b3cef788f78d5f,"[13191935, 13702222, 16051369, 251519, 2153405, 14864, 5826, 6469165, 7546222, 3153910, 12987977]","[4, 4, 1, 2, 5, 4, 1, 4, 4, 5, 2]"
caa4c5b1fbc69e0b7d38c1b86e377923,"[35838475, 34361257, 35174857, 34877109, 33825793, 32494911, 34722675, 30038347, 32926036, 32197456, 33004234, 33123532, 33003806, 22756102, 30328194, 30256686, 29626967, 25791377, 28254476, 25714091, 30129788, 28807818, 28820982, 29227171, 29159409, 28799668, 23959632, 26180927, 28808222, 28945442, 29348740, 28945431, 28945429, 28398843, 28791821, 28803260, 27242728, 28943914, 25304316, 26063603, 25387188, 28239324, 28438331, 25101370, 25596116, 27877340, 28170947, 26844736, 25944712, 27395717, 27387327, 27836859, 27831527, 24002318, 22926502, 23308133, 23490954, 25659787, 26889328, 23723790, 27224193, 25117156, 26199463, 25500089, 20564142, 24914964, 22747313, 25556292, 25478898, 22929547, 22929489, 23498189, 23127782, 25837038, 25729721, 25491049, 23197122, 23531413, 24384181, 23206075, 20640268, 20640247, 21935518, 22045893, 20640241, 23109320, 22480658, 21368052, 22400601, 22092525, 22064146, 21980170, 19162557, 19162511, 18170598, 18141262, 20648137, 17570740, 19548305, 18501670, 17790646, 17706080, 17139957, 18369100, 17306455, 13571899, 13571893, 13502238, 17310126, 17210256]","[4, 5, 5, 4, 4, 4, 4, 4, 0, 5, 0, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 4, 4, 4, 4, 4, 5, 4, 4, 5, 4, 4, 5, 4, 3, 5, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 3, 4, 4, 0, 4, 5, 4, 4, 3, 4, 5, 4, 3, 4, 4, 4, 4, 4, 5, 4, 3, 5, 4, 4, 4, 4, 2, 4, 5, 3, 2, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 3, 5, 4, 4, 4, 4]"
304fbe1419a98d31f739b6c6b892970a,"[6413812, 38787, 1040137, 28370]","[4, 3, 3, 4]"
319e1b2c3c738a7abe05c913133588b9,"[10055, 17286694, 243705]","[5, 4, 5]"
7e39d17703add4a6dbeab4a39653b344,"[26136567, 43877, 1428, 42876, 17911927, 11667576, 67147, 76334, 19063, 320]","[4, 3, 3, 4, 4, 3, 4, 3, 3, 2]"
ccdf64bdd73b6d5d6436283753690af8,[15811496],[5]
d503262f06ef3e9919c1a50211a90eda,"[25816688, 27833670, 23492651, 73062, 23346377, 566592, 120069, 10818853, 9897624]","[2, 5, 1, 3, 1, 2, 1, 1, 5]"
7213fb6cd3b36e84be9a9cdfa0c0d918,"[22916766, 3025640, 23692271, 19101128, 26811092, 24385555, 33137183, 25652706, 542389, 13528287, 17689433, 4214]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
9a88311cb8f79be7a0a84dba2157534e,"[104, 8814469, 1404123, 21787, 249633, 281954, 2468019, 865293, 45110, 144127, 28760, 91981, 243272, 415463, 279501, 66683]","[4, 3, 1, 5, 4, 5, 3, 5, 4, 3, 3, 4, 5, 4, 4, 4]"
dc29bc00ac3d3d70f67d02b71150f069,"[34962698, 9125646, 7204, 11870085, 6550370, 15733851, 28091979, 14744655, 1908271, 387509, 20939933, 1179814, 11428, 11426, 11427, 17345741, 16071764, 23018751, 865, 972801, 21319130, 1044355, 206979, 12672876, 2060018, 1249643, 26506, 6644951, 1152759, 6450475, 3139919, 6459395, 421271, 43641, 256388, 216304, 2100599, 11843059]","[4, 4, 5, 5, 4, 4, 4, 0, 3, 4, 2, 0, 0, 4, 0, 1, 2, 4, 4, 0, 2, 3, 0, 1, 5, 4, 0, 0, 4, 2, 2, 5, 2, 0, 3, 5, 4, 4]"
d7ea4b6be0e39ece6b5a586153e5fd7d,"[23437156, 8554005, 94072]","[5, 4, 4]"
5832d354f10970eacadeb70563de0786,"[25635774, 12609433, 16115612, 16156044, 6006800]","[5, 5, 5, 2, 4]"
2072483ab40c0d43a83f8bcede5f92c7,"[19286940, 15985348]","[5, 2]"
301ccc11c1be904468e732d6b167e797,"[7959473, 2211221, 22381892, 2439931, 18988874, 242669, 174354, 1902, 455925, 655570, 595069, 121410, 8244792, 8908, 9267564, 95784, 2429135]","[5, 3, 5, 4, 4, 5, 4, 4, 4, 5, 5, 5, 3, 5, 4, 4, 5]"
809453db2322819cc0401ce8ff9dd091,[415986],[3]
8452416e543b1e10b176834b6803159a,"[7604, 6596, 29492076, 27276262, 25041504, 26025580, 66559, 18615199, 18490, 3153910, 890, 6985304]","[3, 2, 5, 4, 4, 5, 4, 3, 4, 5, 5, 5]"
5a4a570a353920ee1b19d6cc9f76cd38,"[28187230, 25205422, 186074, 35982, 2657]","[2, 4, 2, 2, 5]"
88040135e6fcca6d009b790a09567765,"[1349141, 16131077, 13227454, 12139894, 13722902, 9361589, 68098, 12542380, 9263955, 17961, 52289]","[3, 1, 1, 4, 4, 1, 3, 1, 2, 4, 5]"
6e7c55e550088f272b8a39a0f5e30b30,"[30687788, 30002998, 21667883, 24886276, 17285330, 20871704, 20821049, 338691, 18038255, 13460, 9860324, 22289200, 870764, 19443200, 1408078, 18769917, 18214414, 19063, 9797582, 8891878, 8679603, 18410374, 7805064, 19401029, 16248223, 18397468, 6178574, 14951193, 16621415, 2548866, 11945559, 13534576, 18116567, 15801173, 6413473, 5043, 12716010, 6090630]","[1, 2, 2, 2, 5, 5, 5, 5, 1, 4, 5, 4, 3, 5, 5, 0, 5, 1, 5, 5, 5, 2, 1, 2, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 5, 3, 5, 2]"
72256c964486efe75b008e875c661715,"[1084113, 29923707, 31303411, 26530389, 485280, 16130760, 31449161, 28260402, 46202, 33832888, 31432499, 29213834, 486381, 23381014, 21957948, 17455815, 20256261, 10445208, 26010014, 22096222, 13630171, 23381006, 18712886, 21936988, 25380452, 488670, 52529, 6398634, 17472610, 6600228, 17830079, 20643052, 13644055, 24898899, 12814430, 8709528, 20727653, 22617388, 21416690, 24517432, 24472672, 24312471, 13641721, 21480930, 12886110, 17381002, 23493101, 22918050, 15750370, 16112741, 18737408, 22919198, 20446140, 8755785, 22302682, 10616322, 17346991, 16249595, 16069121, 17285319, 6131164, 16090772, 13573795, 9761778, 13223520, 16282066, 11808950, 9659607, 8685612, 7747064, 6443015, 9412580, 8525590, 965319, 9680718, 11614718, 3975774, 13112924, 13488604, 11269513, 11500217, 9487275, 764347, 42899, 16200, 13424821, 13423809, 7541858, 8534899, 13597811, 6339664, 13506255, 8158993, 7148256, 6101139, 6544486, 6528333, 601238, 8709523]","[3, 2, 4, 3, 4, 3, 5, 4, 3, 3, 4, 2, 3, 1, 1, 3, 3, 1, 4, 1, 3, 3, 1, 2, 4, 2, 1, 2, 2, 1, 3, 5, 1, 3, 3, 3, 2, 2, 2, 3, 2, 3, 1, 3, 2, 1, 2, 3, 1, 2, 1, 3, 1, 4, 5, 3, 1, 2, 4, 3, 5, 2, 2, 4, 4, 1, 2, 5, 5, 4, 3, 1, 2, 3, 3, 5, 3, 4, 3, 4, 3, 1, 5, 1, 4, 2, 3, 3, 4, 3, 0, 2, 3, 3, 2, 1, 3, 2, 4]"
ce872b884a350d38c21d7420da28a241,[4973033],[5]
