book_id,genres
28799,"['fantasy, paranormal', 'romance', 'fiction', 'young-adult']"
7534846,"['fiction', 'romance', 'young-adult']"
161851,"['fiction', 'history, historical fiction, biography', 'romance']"
13314835,"['mystery, thriller, crime', 'romance', 'fiction']"
13098946,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
15711287,['fiction']
9593411,['non-fiction']
2330352,"['history, historical fiction, biography']"
9307674,"['fantasy, paranormal', 'fiction', 'young-adult', 'children', 'mystery, thriller, crime']"
8811134,"['young-adult', 'fiction', 'fantasy, paranormal', 'romance', 'mystery, thriller, crime']"
23597008,[]
15852019,"['mystery, thriller, crime', 'fiction', 'fantasy, paranormal']"
13585792,"['fiction', 'fantasy, paranormal', 'non-fiction', 'romance']"
744928,"['fiction', 'children', 'history, historical fiction, biography', 'young-adult', 'poetry']"
23630780,"['fantasy, paranormal', 'romance', 'fiction', 'young-adult']"
1177937,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic']"
18524989,"['history, historical fiction, biography', 'romance']"
22055276,"['fantasy, paranormal', 'fiction', 'history, historical fiction, biography', 'romance']"
10429045,"['young-adult', 'romance', 'fantasy, paranormal', 'fiction']"
18528532,"['romance', 'history, historical fiction, biography', 'fantasy, paranormal', 'fiction']"
24384181,"['fantasy, paranormal', 'mystery, thriller, crime', 'romance']"
25937671,"['non-fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
836418,"['children', 'fiction', 'fantasy, paranormal']"
2874166,"['mystery, thriller, crime', 'fiction']"
13325079,"['fiction', 'history, historical fiction, biography', 'non-fiction']"
17310192,['non-fiction']
6398040,"['comics, graphic', 'non-fiction', 'history, historical fiction, biography', 'young-adult', 'fiction']"
6061728,"['romance', 'fantasy, paranormal', 'young-adult', 'mystery, thriller, crime']"
128388,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
34898,"['fantasy, paranormal', 'children', 'fiction', 'young-adult']"
16070521,"['romance', 'fiction']"
17332218,"['fantasy, paranormal', 'fiction', 'romance']"
178565,"['fiction', 'history, historical fiction, biography', 'romance']"
17733820,['romance']
16133288,"['poetry', 'non-fiction', 'fiction', 'young-adult', 'history, historical fiction, biography']"
7624512,"['fiction', 'romance']"
157993,"['fiction', 'fantasy, paranormal', 'children', 'young-adult']"
42261,"['comics, graphic', 'non-fiction']"
2195178,"['fantasy, paranormal', 'fiction', 'history, historical fiction, biography', 'romance', 'young-adult']"
20703097,"['poetry', 'non-fiction', 'fiction']"
22372511,"['fantasy, paranormal', 'fiction']"
423227,"['fiction', 'fantasy, paranormal', 'non-fiction']"
30724434,"['children', 'non-fiction']"
17836520,"['non-fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
8566171,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime', 'poetry']"
1160066,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'romance']"
32766881,"['mystery, thriller, crime']"
24566460,"['fantasy, paranormal', 'romance', 'fiction', 'mystery, thriller, crime']"
76685,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
18079702,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
13538867,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
23436149,"['non-fiction', 'history, historical fiction, biography']"
1476156,"['fiction', 'history, historical fiction, biography', 'romance']"
20613571,"['fantasy, paranormal', 'romance', 'young-adult', 'fiction', 'mystery, thriller, crime']"
27774477,"['fantasy, paranormal', 'fiction', 'young-adult', 'romance']"
5986375,"['fiction', 'non-fiction', 'history, historical fiction, biography']"
1496332,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography', 'fantasy, paranormal']"
13636400,"['fantasy, paranormal', 'young-adult', 'fiction', 'romance', 'history, historical fiction, biography', 'mystery, thriller, crime']"
13721598,"['non-fiction', 'children', 'fiction', 'young-adult', 'history, historical fiction, biography']"
79472,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
78985,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography', 'non-fiction']"
78988,"['fiction', 'mystery, thriller, crime']"
25671827,"['romance', 'fiction']"
82192,"['fantasy, paranormal', 'fiction', 'history, historical fiction, biography', 'young-adult', 'mystery, thriller, crime', 'romance']"
1928444,"['non-fiction', 'children']"
3064036,"['non-fiction', 'fiction']"
4502507,"['fantasy, paranormal', 'young-adult', 'fiction', 'children', 'romance']"
8182765,"['fantasy, paranormal', 'romance', 'fiction']"
2914683,"['fiction', 'young-adult', 'history, historical fiction, biography']"
27876551,"['children', 'fiction']"
1501665,"['fantasy, paranormal', 'comics, graphic', 'fiction', 'young-adult', 'romance']"
28268721,['non-fiction']
5983694,"['fantasy, paranormal', 'fiction', 'children', 'young-adult', 'history, historical fiction, biography']"
17163514,"['fantasy, paranormal', 'fiction', 'romance', 'mystery, thriller, crime', 'history, historical fiction, biography']"
16100535,"['fantasy, paranormal', 'romance', 'fiction']"
18171582,"['fantasy, paranormal', 'romance', 'fiction', 'mystery, thriller, crime']"
8921,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
8920,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
12972591,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
18301663,"['fantasy, paranormal', 'romance', 'fiction']"
17465562,['non-fiction']
873922,"['fiction', 'fantasy, paranormal', 'romance', 'young-adult']"
46777,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction']"
10600242,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic', 'fiction']"
1534887,"['romance', 'fiction']"
34030308,"['comics, graphic', 'children', 'fiction']"
23468226,"['fiction', 'mystery, thriller, crime']"
373915,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
585539,"['fiction', 'mystery, thriller, crime', 'romance', 'history, historical fiction, biography']"
11235783,"['romance', 'fiction', 'mystery, thriller, crime']"
1317696,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'romance', 'mystery, thriller, crime']"
8051661,"['mystery, thriller, crime', 'fiction', 'fantasy, paranormal']"
17932074,['fiction']
5821978,"['young-adult', 'romance', 'fiction']"
29633017,"['comics, graphic', 'fantasy, paranormal', 'fiction', 'young-adult']"
95685,['fiction']
129544,"['non-fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
382549,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
29734138,"['romance', 'fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'poetry']"
8613185,"['mystery, thriller, crime']"
28000237,"['romance', 'mystery, thriller, crime', 'fiction']"
7686667,"['young-adult', 'romance', 'fiction', 'fantasy, paranormal']"
31934048,"['fiction', 'romance']"
2154494,"['fiction', 'comics, graphic']"
20932616,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'history, historical fiction, biography']"
28450966,"['fantasy, paranormal', 'young-adult', 'fiction', 'romance', 'mystery, thriller, crime']"
9628203,['fiction']
10871,"['fiction', 'non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
10873,"['fiction', 'romance', 'fantasy, paranormal']"
6593451,"['fantasy, paranormal', 'romance', 'fiction']"
31848273,['fiction']
23168817,"['fiction', 'fantasy, paranormal']"
8732067,"['fantasy, paranormal', 'mystery, thriller, crime', 'fiction']"
12578077,"['young-adult', 'fantasy, paranormal', 'romance', 'fiction']"
401876,"['fiction', 'non-fiction', 'history, historical fiction, biography']"
13605376,['fiction']
25019,"['history, historical fiction, biography', 'non-fiction', 'mystery, thriller, crime', 'fiction', 'comics, graphic']"
766020,"['children', 'fiction', 'fantasy, paranormal']"
23174274,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction']"
270489,"['fiction', 'fantasy, paranormal', 'history, historical fiction, biography', 'comics, graphic']"
24612624,"['fiction', 'children', 'young-adult']"
2015240,"['fiction', 'history, historical fiction, biography', 'romance']"
18615199,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
666256,"['history, historical fiction, biography', 'fantasy, paranormal', 'fiction', 'mystery, thriller, crime']"
17705986,['non-fiction']
12743472,"['young-adult', 'fiction', 'romance', 'mystery, thriller, crime', 'fantasy, paranormal']"
1145427,"['young-adult', 'fantasy, paranormal', 'fiction', 'romance', 'children']"
7199,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
7190,"['fiction', 'history, historical fiction, biography', 'romance', 'young-adult', 'fantasy, paranormal']"
34909432,"['fantasy, paranormal', 'comics, graphic']"
16282204,"['fiction', 'fantasy, paranormal', 'young-adult']"
16193849,['non-fiction']
70377,['non-fiction']
11127,"['fantasy, paranormal', 'fiction', 'young-adult', 'children']"
17383918,"['young-adult', 'fiction', 'fantasy, paranormal', 'romance']"
17570301,"['romance', 'fiction']"
30840127,"['romance', 'mystery, thriller, crime', 'fiction']"
139888,"['fiction', 'history, historical fiction, biography', 'romance']"
6323474,"['young-adult', 'fiction', 'romance', 'mystery, thriller, crime']"
183135,"['mystery, thriller, crime', 'young-adult', 'fiction', 'children']"
17725275,"['romance', 'fiction']"
18114116,"['fiction', 'young-adult', 'romance']"
18649635,"['romance', 'fiction']"
13259887,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic']"
15015259,"['fiction', 'history, historical fiction, biography', 'romance', 'mystery, thriller, crime']"
17383966,"['non-fiction', 'history, historical fiction, biography', 'romance']"
9690945,"['history, historical fiction, biography', 'non-fiction', 'fiction', 'young-adult']"
782408,"['history, historical fiction, biography', 'non-fiction']"
25925855,['non-fiction']
35272740,"['romance', 'fiction', 'mystery, thriller, crime']"
13215454,"['fiction', 'fantasy, paranormal', 'young-adult']"
25869655,['fiction']
25893652,"['fiction', 'romance']"
6584188,"['young-adult', 'romance', 'fiction']"
17378527,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'mystery, thriller, crime']"
7865083,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic']"
4013373,"['history, historical fiction, biography', 'non-fiction', 'comics, graphic']"
8553047,"['fiction', 'fantasy, paranormal', 'romance', 'mystery, thriller, crime']"
22850737,['non-fiction']
13581990,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'mystery, thriller, crime']"
33833597,"['fiction', 'non-fiction']"
7093654,"['fiction', 'poetry', 'mystery, thriller, crime']"
16399268,"['romance', 'young-adult', 'fiction']"
109511,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
944372,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
20877804,"['fiction', 'romance', 'young-adult', 'mystery, thriller, crime']"
10397646,"['fiction', 'history, historical fiction, biography', 'romance']"
21535511,"['fiction', 'young-adult']"
131256,"['non-fiction', 'history, historical fiction, biography']"
23766634,"['fantasy, paranormal', 'romance', 'young-adult', 'fiction']"
13596809,"['romance', 'fiction']"
13127599,"['fiction', 'history, historical fiction, biography', 'romance']"
17910043,"['fiction', 'fantasy, paranormal', 'history, historical fiction, biography']"
17910048,"['fantasy, paranormal', 'fiction', 'young-adult', 'mystery, thriller, crime']"
17745703,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
15748889,"['fiction', 'romance']"
14760188,"['mystery, thriller, crime', 'fiction', 'romance', 'history, historical fiction, biography']"
32620343,"['fiction', 'romance']"
13410183,"['fiction', 'history, historical fiction, biography', 'non-fiction']"
827852,['non-fiction']
15846909,"['fantasy, paranormal', 'romance', 'young-adult', 'fiction']"
6368258,"['history, historical fiction, biography', 'non-fiction', 'fiction']"
11164626,"['young-adult', 'fantasy, paranormal', 'romance', 'fiction']"
941785,"['mystery, thriller, crime', 'fiction']"
14896894,"['fantasy, paranormal']"
153025,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
5091,"['fantasy, paranormal', 'fiction', 'mystery, thriller, crime']"
5093,"['fantasy, paranormal', 'fiction', 'mystery, thriller, crime']"
5094,"['fantasy, paranormal', 'fiction', 'mystery, thriller, crime']"
5096,"['fantasy, paranormal', 'fiction', 'mystery, thriller, crime', 'romance']"
29861211,"['fiction', 'history, historical fiction, biography']"
30141491,['romance']
23592235,"['young-adult', 'fiction', 'romance']"
13331182,"['non-fiction', 'history, historical fiction, biography']"
7916555,"['romance', 'fiction']"
1210754,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'children', 'mystery, thriller, crime', 'history, historical fiction, biography']"
544891,"['young-adult', 'fantasy, paranormal', 'romance', 'fiction']"
18077875,['non-fiction']
13538927,"['fiction', 'romance']"
13554811,"['history, historical fiction, biography', 'non-fiction']"
606928,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'children', 'young-adult']"
105969,"['comics, graphic', 'fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
17234143,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal', 'non-fiction']"
101021,"['history, historical fiction, biography', 'non-fiction', 'fiction', 'comics, graphic']"
430787,"['fantasy, paranormal', 'fiction', 'history, historical fiction, biography', 'young-adult', 'romance']"
5377654,"['children', 'fiction', 'young-adult']"
1167532,"['fiction', 'young-adult', 'fantasy, paranormal', 'history, historical fiction, biography', 'children', 'mystery, thriller, crime']"
1284157,[]
598342,['non-fiction']
39108,"['poetry', 'non-fiction']"
6288722,"['fiction', 'history, historical fiction, biography', 'young-adult', 'non-fiction']"
8787466,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
6343544,"['romance', 'fiction', 'young-adult']"
2313952,['fiction']
6408579,"['history, historical fiction, biography', 'non-fiction', 'comics, graphic']"
13541592,"['fantasy, paranormal', 'fiction', 'history, historical fiction, biography']"
3235139,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'romance']"
18329534,"['romance', 'history, historical fiction, biography', 'fantasy, paranormal', 'fiction']"
21187496,['romance']
227651,"['young-adult', 'fiction', 'children', 'fantasy, paranormal', 'mystery, thriller, crime']"
23305764,"['romance', 'fiction', 'history, historical fiction, biography']"
32766049,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction']"
17670532,"['fiction', 'fantasy, paranormal']"
2918314,"['history, historical fiction, biography', 'non-fiction', 'comics, graphic']"
757503,"['history, historical fiction, biography', 'non-fiction']"
334643,"['fantasy, paranormal', 'young-adult', 'fiction', 'children', 'romance']"
13089521,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
18770398,"['mystery, thriller, crime', 'fiction', 'fantasy, paranormal']"
18590882,"['poetry', 'fiction', 'children', 'young-adult', 'non-fiction', 'fantasy, paranormal']"
1288885,"['comics, graphic', 'romance', 'fiction']"
4948,"['children', 'fiction', 'fantasy, paranormal', 'young-adult']"
13378876,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'mystery, thriller, crime']"
136538,"['fiction', 'fantasy, paranormal', 'children', 'young-adult']"
24937461,"['fantasy, paranormal', 'romance', 'young-adult']"
26156988,"['fiction', 'mystery, thriller, crime']"
26156985,"['young-adult', 'fiction', 'romance', 'mystery, thriller, crime']"
18693716,"['fiction', 'romance']"
1047113,"['history, historical fiction, biography', 'non-fiction', 'fiction', 'comics, graphic']"
1620836,"['non-fiction', 'comics, graphic']"
30038862,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
5231068,"['non-fiction', 'history, historical fiction, biography']"
29954077,"['fiction', 'mystery, thriller, crime']"
19485109,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal', 'young-adult']"
226113,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'young-adult']"
576376,['non-fiction']
9205617,"['fiction', 'mystery, thriller, crime', 'young-adult']"
57283,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal']"
12649718,"['romance', 'fiction']"
18271624,"['romance', 'mystery, thriller, crime']"
396094,"['fiction', 'history, historical fiction, biography', 'romance', 'young-adult']"
10134852,"['fiction', 'romance']"
15790894,"['romance', 'fiction', 'fantasy, paranormal', 'young-adult', 'mystery, thriller, crime']"
2749042,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic', 'fiction']"
95784,"['history, historical fiction, biography', 'non-fiction', 'mystery, thriller, crime', 'fiction']"
31423417,"['non-fiction', 'children', 'young-adult']"
331683,"['fiction', 'mystery, thriller, crime']"
526627,"['non-fiction', 'history, historical fiction, biography']"
30348,"['romance', 'fiction', 'mystery, thriller, crime']"
6909334,"['fiction', 'history, historical fiction, biography', 'non-fiction']"
2890090,"['fantasy, paranormal', 'fiction', 'romance', 'mystery, thriller, crime', 'history, historical fiction, biography']"
10692,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'mystery, thriller, crime', 'romance']"
14519460,[]
1400330,['non-fiction']
8103266,['fiction']
7850899,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'history, historical fiction, biography']"
13419253,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
27263454,"['romance', 'mystery, thriller, crime', 'fiction']"
25456839,"['fantasy, paranormal', 'fiction', 'romance']"
15794106,['non-fiction']
7023554,"['mystery, thriller, crime', 'fiction', 'romance']"
18471619,"['comics, graphic', 'mystery, thriller, crime', 'fantasy, paranormal', 'fiction', 'history, historical fiction, biography', 'young-adult']"
28363849,"['fiction', 'fantasy, paranormal']"
21190909,"['fiction', 'history, historical fiction, biography', 'romance']"
23249648,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
17696968,"['fiction', 'history, historical fiction, biography']"
1536930,"['history, historical fiction, biography', 'romance']"
29999,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
13248357,"['romance', 'young-adult', 'fiction']"
98783,"['fiction', 'fantasy, paranormal']"
316030,"['fiction', 'history, historical fiction, biography', 'non-fiction', 'children']"
17840534,"['non-fiction', 'history, historical fiction, biography']"
84150,"['fantasy, paranormal', 'romance', 'fiction']"
6283272,"['fantasy, paranormal', 'romance', 'fiction', 'mystery, thriller, crime', 'young-adult']"
29605515,"['mystery, thriller, crime', 'fiction']"
13249727,"['fiction', 'romance', 'mystery, thriller, crime']"
394528,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
12497,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
6289283,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
17969365,"['romance', 'young-adult', 'fiction']"
17213039,"['romance', 'young-adult', 'fiction']"
23502361,"['history, historical fiction, biography', 'romance', 'fiction']"
34598874,"['history, historical fiction, biography', 'romance', 'fiction']"
355072,"['comics, graphic', 'mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
18071188,"['history, historical fiction, biography', 'romance', 'fiction']"
21480987,['poetry']
12157403,"['young-adult', 'fantasy, paranormal', 'romance', 'fiction', 'mystery, thriller, crime']"
66857,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic']"
1778663,"['fiction', 'history, historical fiction, biography', 'non-fiction']"
17384199,"['mystery, thriller, crime', 'fiction']"
25149226,"['mystery, thriller, crime', 'fiction']"
7945049,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
6280118,"['fiction', 'romance', 'young-adult']"
25663888,"['fiction', 'mystery, thriller, crime']"
17383543,"['young-adult', 'fiction', 'fantasy, paranormal', 'romance']"
22921193,"['romance', 'mystery, thriller, crime']"
1436676,"['fiction', 'history, historical fiction, biography']"
16058830,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal', 'history, historical fiction, biography', 'children']"
15747390,"['mystery, thriller, crime', 'fiction', 'romance', 'fantasy, paranormal']"
29057887,"['fiction', 'mystery, thriller, crime']"
12844699,"['fantasy, paranormal', 'fiction', 'young-adult', 'mystery, thriller, crime', 'romance']"
141456,"['history, historical fiction, biography', 'non-fiction', 'mystery, thriller, crime']"
32852217,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'history, historical fiction, biography']"
20877902,"['romance', 'young-adult', 'fiction']"
12008949,"['fiction', 'fantasy, paranormal']"
29179120,"['fantasy, paranormal', 'fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
16429619,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
6055694,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'history, historical fiction, biography']"
70253,"['fiction', 'mystery, thriller, crime']"
18457362,"['young-adult', 'fiction', 'fantasy, paranormal', 'children', 'mystery, thriller, crime']"
20691632,"['fantasy, paranormal', 'romance', 'fiction']"
1320741,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'mystery, thriller, crime']"
682745,"['non-fiction', 'fiction', 'history, historical fiction, biography', 'young-adult', 'mystery, thriller, crime', 'poetry', 'comics, graphic']"
12663646,"['young-adult', 'romance', 'fantasy, paranormal', 'fiction']"
23715297,"['fiction', 'history, historical fiction, biography', 'romance']"
25603024,"['mystery, thriller, crime']"
26262715,"['poetry', 'non-fiction', 'fiction', 'fantasy, paranormal']"
1971304,"['fiction', 'history, historical fiction, biography', 'young-adult', 'mystery, thriller, crime']"
11655945,"['mystery, thriller, crime']"
12875258,"['fiction', 'young-adult', 'history, historical fiction, biography']"
20821129,"['non-fiction', 'fiction', 'history, historical fiction, biography']"
15796700,"['fiction', 'romance', 'history, historical fiction, biography']"
425519,"['history, historical fiction, biography', 'romance', 'fiction', 'fantasy, paranormal']"
4731479,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
167053,"['non-fiction', 'fantasy, paranormal', 'fiction']"
21070233,"['romance', 'fiction', 'children']"
7857195,"['fiction', 'non-fiction', 'fantasy, paranormal']"
24820165,"['fiction', 'romance', 'mystery, thriller, crime']"
4477,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic']"
4812017,"['romance', 'fiction']"
16361,"['mystery, thriller, crime', 'fiction', 'romance', 'history, historical fiction, biography']"
16360,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
16366,"['mystery, thriller, crime', 'fiction', 'romance']"
2079558,"['romance', 'mystery, thriller, crime', 'fiction']"
2024808,"['non-fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
6698149,"['comics, graphic', 'fantasy, paranormal', 'mystery, thriller, crime']"
13339429,"['fiction', 'history, historical fiction, biography', 'romance', 'non-fiction']"
16162553,"['fantasy, paranormal', 'romance', 'young-adult', 'fiction']"
258099,"['fiction', 'fantasy, paranormal', 'history, historical fiction, biography']"
18885381,"['fiction', 'history, historical fiction, biography', 'non-fiction']"
1470263,"['fantasy, paranormal', 'romance', 'mystery, thriller, crime', 'fiction']"
6125229,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography', 'romance']"
23717678,"['mystery, thriller, crime', 'fiction']"
6422470,"['fiction', 'romance']"
13149235,"['fiction', 'fantasy, paranormal', 'children', 'young-adult', 'romance']"
580268,"['history, historical fiction, biography', 'non-fiction']"
3218705,"['fiction', 'history, historical fiction, biography', 'young-adult']"
22522805,"['fantasy, paranormal', 'fiction', 'history, historical fiction, biography']"
5987504,['non-fiction']
33960884,['children']
78427,['non-fiction']
12988106,"['fiction', 'history, historical fiction, biography', 'young-adult', 'fantasy, paranormal', 'romance', 'mystery, thriller, crime']"
6736971,"['fantasy, paranormal', 'fiction', 'romance']"
31823677,"['non-fiction', 'history, historical fiction, biography']"
12892806,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'non-fiction']"
2715,"['history, historical fiction, biography', 'non-fiction']"
2719,"['fiction', 'history, historical fiction, biography', 'non-fiction']"
20910157,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
33025935,['fiction']
7789885,"['romance', 'fiction', 'fantasy, paranormal', 'mystery, thriller, crime', 'young-adult']"
30971714,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'children', 'young-adult', 'mystery, thriller, crime']"
30971090,"['fiction', 'history, historical fiction, biography', 'romance']"
53926,"['fiction', 'romance', 'history, historical fiction, biography']"
25943959,"['fiction', 'fantasy, paranormal']"
18002457,"['fantasy, paranormal', 'mystery, thriller, crime', 'romance', 'fiction']"
13507212,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
16248002,"['fantasy, paranormal', 'fiction', 'romance', 'young-adult', 'history, historical fiction, biography', 'mystery, thriller, crime']"
13628812,"['fiction', 'history, historical fiction, biography', 'non-fiction', 'young-adult']"
1376046,"['non-fiction', 'children']"
289741,"['fiction', 'romance', 'history, historical fiction, biography']"
24612163,"['mystery, thriller, crime', 'fiction']"
24228353,"['fiction', 'history, historical fiction, biography']"
562212,"['fiction', 'history, historical fiction, biography']"
6473854,"['non-fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'fiction']"
218215,"['history, historical fiction, biography', 'non-fiction', 'comics, graphic']"
9536930,['non-fiction']
13607048,"['romance', 'fiction', 'children']"
32145624,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction']"
30248,"['fantasy, paranormal', 'romance', 'fiction', 'mystery, thriller, crime']"
21104828,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'romance']"
402843,['non-fiction']
28418764,"['fantasy, paranormal', 'young-adult', 'fiction', 'romance', 'mystery, thriller, crime']"
3431124,['fiction']
10114573,"['young-adult', 'romance', 'fiction']"
26795324,"['fiction', 'history, historical fiction, biography', 'comics, graphic']"
5485,"['fiction', 'fantasy, paranormal', 'young-adult']"
9471730,"['fiction', 'romance']"
17285883,"['fantasy, paranormal', 'romance', 'fiction', 'mystery, thriller, crime']"
15799166,"['romance', 'fiction']"
15771212,"['fantasy, paranormal', 'fiction', 'romance']"
3522419,"['mystery, thriller, crime', 'fiction']"
7846814,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'non-fiction', 'comics, graphic']"
22457086,"['fantasy, paranormal', 'romance']"
30238898,"['romance', 'fantasy, paranormal', 'young-adult', 'fiction', 'mystery, thriller, crime', 'children']"
8201458,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
146746,"['fiction', 'history, historical fiction, biography', 'romance']"
17731301,"['romance', 'fantasy, paranormal', 'fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
23282024,"['mystery, thriller, crime', 'fiction']"
62479,"['fantasy, paranormal', 'fiction', 'young-adult']"
13518075,"['romance', 'young-adult', 'fiction']"
13624101,"['non-fiction', 'history, historical fiction, biography']"
23848559,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
7193226,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
23563009,[]
6284107,"['comics, graphic', 'romance', 'fiction']"
18334683,"['romance', 'fiction', 'mystery, thriller, crime']"
1735330,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
6225208,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
9361377,"['fiction', 'non-fiction', 'history, historical fiction, biography']"
18635113,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
11889938,"['mystery, thriller, crime', 'fiction']"
356896,"['non-fiction', 'fiction']"
25999160,"['fiction', 'fantasy, paranormal']"
18760264,"['romance', 'fiction', 'history, historical fiction, biography']"
3922618,['non-fiction']
13206633,"['fiction', 'history, historical fiction, biography', 'poetry', 'mystery, thriller, crime', 'comics, graphic']"
56627,['non-fiction']
1368399,"['history, historical fiction, biography', 'non-fiction', 'fiction', 'children', 'young-adult']"
11191107,"['fiction', 'non-fiction']"
499150,"['young-adult', 'fiction', 'mystery, thriller, crime', 'children']"
41074,"['fiction', 'fantasy, paranormal']"
390778,"['non-fiction', 'young-adult', 'history, historical fiction, biography']"
8477341,"['fiction', 'romance', 'mystery, thriller, crime']"
3104331,"['fiction', 'fantasy, paranormal', 'history, historical fiction, biography', 'non-fiction']"
15761241,"['romance', 'young-adult', 'fiction']"
17333287,"['fantasy, paranormal', 'fiction', 'history, historical fiction, biography']"
13030356,"['mystery, thriller, crime', 'fiction']"
32586696,['fiction']
4271,"['fiction', 'young-adult', 'romance', 'children']"
